,1P1F,1P2F,2P1F,2P2F,F1,F2,Condicion,Final,Año,Tipo_Cursada,Virtual,Oral,Grupo
0,,,,,,,Desaprobado,,2020,Verano,No,,
1,,7.0,8.2,,,,Promocionado,8.0,2020,Verano,No,,
2,,,,,,,Desaprobado,,2020,Verano,No,,
3,,,,,,,Desaprobado,,2020,Verano,No,,
4,,,,,,,Libre,,2020,Verano,No,,
5,,,,,,,Desaprobado,,2020,Verano,No,,
6,,,,,,,Abandonó,,2020,Verano,No,,
7,,,,4.2,7.8,,Promocionado,6.0,2020,Verano,No,,
8,,,,,,,Abandonó,,2020,Verano,No,,
9,,,,,,,Abandonó,,2020,Verano,No,,
10,8.6,,7.9,,,,Promocionado,8.0,2020,Verano,No,,
11,7.5,,7.1,,,,Promocionado,7.0,2020,Verano,No,,
12,,8.3,9.5,,,,Promocionado,9.0,2020,Verano,No,,
13,7.6,,9.4,,,,Promocionado,9.0,2020,Verano,No,,
14,6.8999999999999995,,8.2,,,,Promocionado,8.0,2020,Verano,No,,
15,,,,,,,Abandonó,,2020,Verano,No,,
16,,8.7,5.9,,,,Promocionado,7.0,2020,Verano,No,,
17,,,7.1,,,,Abandonó,,2020,Verano,No,,
18,,,,,,,Abandonó,,2020,Verano,No,,
19,,6.3,6.5,,,,Promocionado,6.0,2020,Verano,No,,
20,,,,,,,Desaprobado,,2020,Verano,No,,
21,,,,,,,Desaprobado,,2020,Verano,No,,
22,,,,,,,Abandonó,,2020,Verano,No,,
23,,,,,,,Libre,,2020,Verano,No,,
24,,,,,,,Abandonó,,2020,Verano,No,,
25,,,,,,,Libre,,2020,Verano,No,,
26,6.6,,,6.199999999999999,,,Promocionado,6.0,2020,Verano,No,,
27,,8.6,5.7,,,,Promocionado,7.0,2020,Verano,No,,
28,,,,,,,Abandonó,,2020,Verano,No,,
29,,,,,,,Abandonó,,2020,Verano,No,,
30,,,,,,,Desaprobado,,2020,Verano,No,,
31,,,,,,,Desaprobado,,2020,Verano,No,,
32,,,7.1,,7.3999999999999995,,Promocionado,7.0,2020,Verano,No,,
33,,,6.6,,7.6,,Promocionado,7.0,2020,Verano,No,,
34,,,,,,,Desaprobado,,2020,Verano,No,,
35,,,,,,,Libre,,2020,Verano,No,,
36,,,,,,,Abandonó,,2020,Verano,No,,
37,,,,,,,Abandonó,,2020,Verano,No,,
38,6.8,,,,,5.9,Promocionado,6.0,2020,Verano,No,,
39,,,,,,,Libre,,2020,Verano,No,,
40,,,,5.800000000000001,7.8,,Promocionado,7.0,2020,Verano,No,,
41,8.2,,,7.3999999999999995,,,Promocionado,8.0,2020,Verano,No,,
42,,,,,,,Libre,,2020,Verano,No,,
43,,,,,,,Desaprobado,,2020,Verano,No,,
44,,,,,,,Abandonó,,2020,Verano,No,,
45,,,,,,,Libre,,2020,Verano,No,,
46,8.1,,8.7,,,,Promocionado,8.0,2020,Verano,No,,
47,,,,5.7,9.5,,Promocionado,8.0,2020,Verano,No,,
48,9.4,,8.600000000000001,,,,Promocionado,9.0,2020,Verano,No,,
49,,,,,,,Desaprobado,,2020,Verano,No,,
50,,,,,,,Desaprobado,,2020,Verano,No,,
51,7.0,,9.5,,,,Promocionado,8.0,2020,Verano,No,,
52,5.7,6.6000000000000005,,,,7.1,Promocionado,7.0,2020,Verano,No,,
53,,,,,,,Abandonó,,2020,Verano,No,,
54,,,,,,,Abandonó,,2020,Verano,No,,
55,,,4.1,7.6,,,Abandonó,,2020,Verano,No,,
56,,,,,,,Libre,,2020,Verano,No,,
57,,,,,,,Libre,,2020,Verano,No,,
58,,,,,,,Libre,,2020,Verano,No,,
59,,,,,,,Libre,,2020,Verano,No,,
60,,,,,,,Libre,,2020,Verano,No,,
61,8.5,,6.6,8.6,,,Promocionado,9.0,2020,Verano,No,,
62,,,,,,,Abandonó,,2020,Verano,No,,
63,,,,,,,Libre,,2020,Verano,No,,
64,,7.800000000000001,9.0,,,,Promocionado,8.0,2020,Verano,No,,
65,,,,,,,Abandonó,,2020,Verano,No,,
66,7.5,,7.300000000000001,,,,Promocionado,7.0,2020,Verano,No,,
67,,6.4,,7.1,,,Promocionado,7.0,2020,Verano,No,,
68,5.9,5.4,,,,8.2,Promocionado,7.0,2020,Verano,No,,
69,6.7,,6.4,,,,Promocionado,7.0,2020,Verano,No,,
70,,6.6,,,,6.4,Promocionado,7.0,2020,Verano,No,,
71,7.1,,7.2,,,,Promocionado,7.0,2020,Verano,No,,
72,,,,,,,Desaprobado,,2020,Verano,No,,
73,,,,5.9,7.4,,Promocionado,7.0,2020,Verano,No,,
74,,,,,,,Libre,,2020,Verano,No,,
75,,,,,,,Abandonó,,2020,Verano,No,,
76,,,,,,,Abandonó,,2020,Verano,No,,
77,,,,,,,Abandonó,,2020,Verano,No,,
78,,,,,,,Libre,,2020,Verano,No,,
79,,,,,,,Abandonó,,2020,Verano,No,,
80,,,,,,,Abandonó,,2020,Verano,No,,
81,9.3,,9.2,,,,Promocionado,9.0,2020,Verano,No,,
82,,,,7.0,6.6,,Promocionado,7.0,2020,Verano,No,,
83,6.9,,6.4,,,,Promocionado,7.0,2020,Verano,No,,
84,,,,,,,Libre,,2020,Verano,No,,
85,,,5.9,,6.3999999999999995,,Promocionado,6.0,2020,Verano,No,,
86,,,,,,,Abandonó,,2020,Verano,No,,
87,,,,,,,Abandonó,,2020,Verano,No,,
88,,6.6,5.1,7.2,,,Promocionado,7.0,2020,Verano,No,,
89,,,,,,,Libre,,2020,Verano,No,,
90,,,,,,,Abandonó,,2020,Verano,No,,
91,,,,,,,Libre,,2020,Verano,No,,
92,,,,,,,Abandonó,,2020,Verano,No,,
93,,6.300000000000001,7.2,,,,Promocionado,7.0,2020,Verano,No,,
94,,,5.699999999999999,5.3999999999999995,6.6,,Promocionado,6.0,2020,Verano,No,,
95,,,,,,,Libre,,2020,Verano,No,,
96,,8.0,9.1,,,,Promocionado,9.0,2020,Verano,No,,
97,,6.4,,7.3,,,Promocionado,7.0,2020,Verano,No,,
98,,,,,,,Abandonó,,2020,Verano,No,,
99,,,,,,,Desaprobado,,2020,Verano,No,,
100,,4.7,5.199999999999999,6.8,6.8,,Promocionado,7.0,2020,Verano,No,,
101,,7.5,6.300000000000001,,,,Promocionado,7.0,2020,Verano,No,,
102,,6.4,,6.9,,,Promocionado,7.0,2020,Verano,No,,
103,,,,,,,Libre,,2020,Verano,No,,
104,,,6.199999999999999,,7.4,,Promocionado,7.0,2020,Verano,No,,
105,,,,,,,Libre,,2020,Verano,No,,
106,8.4,,6.3999999999999995,,,,Promocionado,7.0,2020,Verano,No,,
107,,,,,,,Libre,,2020,Verano,No,,
108,8.7,,7.9,,,,Promocionado,9.0,2020,Anticipada,Si,Aprobado,
109,6.6,,,,,,Abandonó,,2020,Anticipada,Si,,
110,6.0,,7.95,,,,Promocionado,8.0,2020,Anticipada,Si,Aprobado,
111,5.9,,5.2,4.4,,8.3,Promocionado,8.0,2020,Anticipada,Si,Aprobado,
112,5.3,,4.3,3.3,,5.2,Desaprobado,,2020,Anticipada,Si,,
113,8.6,,8.3,,,,Promocionado,9.0,2020,Anticipada,Si,Aprobado,
114,2.6,,,,,,Abandonó,,2020,Anticipada,Si,,
115,8.7,,0.0,9.8,,,Promocionado,9.0,2020,Anticipada,Si,Aprobado,
116,4.3,4.7,6.1,,5.5,,Desaprobado,,2020,Anticipada,Si,,
117,3.2,4.8,2.35,3.4,,3.9,Desaprobado,,2020,Anticipada,Si,,
118,7.7,,7.4,,,,Promocionado,7.0,2020,Anticipada,Si,Aprobado,
119,8.0,,8.2,,,,Promocionado,8.0,2020,Anticipada,Si,Aprobado,
120,9.2,,8.6,,,,Promocionado,9.0,2020,Anticipada,Si,Aprobado,
121,9.2,,7.5,,,,Promocionado,8.0,2020,Anticipada,Si,Aprobado,
122,9.0,,9.2,,,,Promocionado,9.0,2020,Anticipada,Si,Aprobado,
123,,,,,,,Libre,,2020,Anticipada,Si,,
124,8.3,,9.55,,,,Promocionado,9.0,2020,Anticipada,Si,Aprobado,
125,9.0,,8.45,,,,Promocionado,8.0,2020,Anticipada,Si,Aprobado,
126,1.7,4.5,,,,,Abandonó,,2020,Anticipada,Si,,
127,,,,,,,Libre,,2020,Anticipada,Si,,
128,3.2,6.6,0.3,0.0,,5.4,Desaprobado,,2020,Anticipada,Si,Desaprobado,
129,5.3,,2.15,3.0,,,Abandonó,,2020,Anticipada,Si,,
130,0.8,,,,,,Abandonó,,2020,Anticipada,Si,,
131,8.6,,8.2,,,,Promocionado,7.0,2020,Anticipada,Si,Aprobado,
132,,,,,,,Libre,,2020,Anticipada,Si,,
133,4.1,,,2.1,,,Abandonó,,2020,Anticipada,Si,,
134,6.5,,,,,,Abandonó,,2020,Anticipada,Si,,
135,8.9,,7.05,,,,Promocionado,7.0,2020,Anticipada,Si,Aprobado,
136,,,,,,,Libre,,2020,Anticipada,Si,,
137,7.4,,6.6,,,,Promocionado,7.0,2020,Anticipada,Si,Aprobado,
138,,,,,,,Libre,,2020,Anticipada,Si,,
139,7.1,,6.6,,,,Promocionado,7.0,2020,Anticipada,Si,Aprobado,
140,4.9,4.0,1.55,4.95,4.9,,Desaprobado,,2020,Anticipada,Si,,
141,8.4,,7.25,,,,Promocionado,8.0,2020,Anticipada,Si,Aprobado,
142,8.6,,8.25,,,,Promocionado,9.0,2020,Anticipada,Si,Aprobado,
143,8.5,,6.55,,,,Promocionado,6.0,2020,Anticipada,Si,Aprobado,
144,9.2,,9.9,,,,Promocionado,10.0,2020,Anticipada,Si,Aprobado,
145,7.2,,7.6,,,,Promocionado,6.0,2020,Anticipada,Si,Aprobado,
146,,,,,,,Libre,,2020,Anticipada,Si,,
147,6.0,,6.35,,,,Desaprobado,,2020,Anticipada,Si,Desaprobado,
148,8.9,,10.0,,,,Promocionado,9.0,2020,Anticipada,Si,Aprobado,
149,,,,,,,Libre,,2020,Anticipada,Si,,
150,7.5,,9.25,,,,Promocionado,8.0,2020,Anticipada,Si,Aprobado,
151,3.6,5.9,5.75,7.4,,,Promocionado,6.0,2020,Anticipada,Si,Aprobado,
152,7.7,,2.95,4.5,,,Promocionado,6.0,2020,Anticipada,Si,Aprobado,
153,2.5,,,,,,Abandonó,,2020,Anticipada,Si,,
154,,,,,,,Libre,,2020,Anticipada,Si,,
155,10.0,,9.25,,,,Promocionado,10.0,2020,Anticipada,Si,Aprobado,
156,8.8,,7.9,,,,Promocionado,8.0,2020,Anticipada,Si,Aprobado,
157,8.2,,6.4,,,,Promocionado,6.0,2020,Anticipada,Si,Aprobado,
158,6.3,,2.35,9.8,,,Promocionado,8.0,2020,Anticipada,Si,Aprobado,
159,,,,,,,Libre,,2020,Anticipada,Si,,
160,6.9,,7.25,,,,Promocionado,7.0,2020,Anticipada,Si,Aprobado,
161,9.2,,,,,,Abandonó,,2020,Anticipada,Si,,
162,5.6,,,,,,Abandonó,,2020,Anticipada,Si,,
163,9.5,,9.0,,,,Promocionado,10.0,2020,Anticipada,Si,Aprobado,
164,6.0,,1.85,1.08,,1.27,Desaprobado,,2020,Anticipada,Si,,
165,4.5,,5.2,5.8,6.7,,Desaprobado,,2020,Anticipada,Si,Desaprobado,
166,5.7,,3.2,0.0,,7.45,Desaprobado,,2020,Anticipada,Si,Desaprobado,
167,8.9,,9.0,,,,Promocionado,9.0,2020,Anticipada,Si,Aprobado,
168,8.3,,9.05,,,,Promocionado,9.0,2020,Anticipada,Si,Aprobado,
169,4.5,,0.55,3.65,,5.45,Desaprobado,,2020,Anticipada,Si,,
170,10.0,,9.0,,,,Promocionado,10.0,2020,Anticipada,Si,Aprobado,
171,8.6,,8.9,,,,Desaprobado,,2020,Anticipada,Si,Desaprobado,
172,4.8,6.7,5.6,,,,Promocionado,6.0,2020,Anticipada,Si,Aprobado,
173,,,,,,,Libre,,2020,Anticipada,Si,,
174,1.7,1.2,1.75,,,,Abandonó,,2020,Anticipada,Si,,
175,5.8,,0.0,,,,Abandonó,,2020,Anticipada,Si,,
176,8.5,,9.45,,,,Promocionado,9.0,2020,Anticipada,Si,Aprobado,
177,8.6,,9.0,,,,Promocionado,9.0,2020,Anticipada,Si,Aprobado,
178,,,,,,,Libre,,2020,Anticipada,Si,,
179,10.0,,8.9,,,,Promocionado,9.0,2020,Anticipada,Si,Aprobado,
180,1.6,0.0,,,,,Abandonó,,2020,Anticipada,Si,,
181,9.4,,6.5,,,,Promocionado,8.0,2020,Anticipada,Si,Aprobado,
182,7.6,,7.35,,,,Promocionado,7.0,2020,Anticipada,Si,Aprobado,
183,6.4,,4.75,9.4,,,Promocionado,7.0,2020,Anticipada,Si,Aprobado,
184,9.2,,4.9,,,,Promocionado,7.0,2020,Anticipada,Si,Aprobado,
185,8.2,,8.15,,,,Promocionado,8.0,2020,Anticipada,Si,Aprobado,
186,6.4,,,,,,Abandonó,,2020,Anticipada,Si,,
187,,,,,,,Abandonó,,2020,Anticipada,Si,,
188,,,,,,,Abandonó,,2020,Anticipada,Si,,
189,8.2,,6.7,,,,Desaprobado,,2020,Anticipada,Si,Desaprobado,
190,8.9,,3.7,6.1,,,Promocionado,8.0,2020,Anticipada,Si,Aprobado,
191,5.0,,2.95,,,,Abandonó,,2020,Anticipada,Si,,
192,,,,,,,Abandonó,,2020,Anticipada,Si,,
193,7.6,,3.8,7.2,,,Desaprobado,,2020,Anticipada,Si,Desaprobado,
194,10.0,,8.25,,,,Promocionado,9.0,2020,Anticipada,Si,Aprobado,
195,9.2,,9.3,,,,Promocionado,9.0,2020,Anticipada,Si,Aprobado,
196,9.0,,7.45,,,,Promocionado,8.0,2020,Anticipada,Si,Aprobado,
197,,,,,,,Libre,,2020,Anticipada,Si,,
198,10.0,,10.0,,,,Promocionado,10.0,2020,Anticipada,Si,Aprobado,
199,,,,,,,Libre,,2020,Anticipada,Si,,
200,,1.25,,,,,Abandonó,,2021,Anticipada,Sí,,
201,5.8,,,,,,Abandonó,,2021,Anticipada,Sí,,
202,5.9,,,,,,Abandonó,,2021,Anticipada,Sí,,
203,,,,,,,Libre,,2021,Anticipada,Sí,,
204,,,,,,,Libre,,2021,Anticipada,Sí,,
205,,,,,,,Libre,,2021,Anticipada,Sí,,
206,4.0,3.83,,,,,Abandonó,,2021,Anticipada,Sí,,
207,8.7,,9.5,,,,Promocionado,9.0,2021,Anticipada,Sí,Aprobado,
208,,,,,,,Libre,,2021,Anticipada,Sí,,
209,8.1,,5.6,,,,Promocionado,8.0,2021,Anticipada,Sí,Aprobado,
210,,,,,,,Libre,,2021,Anticipada,Sí,,
211,,,,,,,Libre,,2021,Anticipada,Sí,,
212,4.3,4.4,3.1,3.8,,,Desaprobado,,2021,Anticipada,Sí,,
213,,,,,,,Libre,,2021,Anticipada,Sí,,
214,9.0,,5.5,,,,Desaprobado,,2021,Anticipada,Sí,Desaprobado,
215,4.4,5.85,2.6,,,,Abandonó,,2021,Anticipada,Sí,,
216,2.4,,,,,,Abandonó,,2021,Anticipada,Sí,,
217,7.0,,9.5,,,,Desaprobado,,2021,Anticipada,Sí,Desaprobado,
218,,,,,,,Libre,,2021,Anticipada,Sí,,
219,7.6,,8.4,,,,Promocionado,8.0,2021,Anticipada,Sí,Aprobado,
220,1.6,1.33,1.7,0.9,,,Desaprobado,,2021,Anticipada,Sí,,
221,1.2,,,,,,Abandonó,,2021,Anticipada,Sí,,
222,7.0,,8.0,,,,Promocionado,8.0,2021,Anticipada,Sí,Aprobado,
223,4.6,6.38,5.6,,,,Promocionado,6.0,2021,Anticipada,Sí,Aprobado,
224,,,,,,,Libre,,2021,Anticipada,Sí,,
225,3.0,,,,,,Abandonó,,2021,Anticipada,Sí,,
226,,,,,,,Libre,,2021,Anticipada,Sí,,
227,8.8,,,,,,Abandonó,,2021,Anticipada,Sí,,
228,8.3,,8.2,,,,Promocionado,8.0,2021,Anticipada,Sí,Aprobado,
229,4.6,6.83,5.0,3.8,,6.8,Desaprobado,,2021,Anticipada,Sí,Desaprobado,
230,0.0,3.1,,,,,Abandonó,,2021,Anticipada,Sí,,
231,0.0,3.19,1.3,,,,Abandonó,,2021,Anticipada,Sí,,
232,,,,,,,Libre,,2021,Anticipada,Sí,,
233,3.4,4.67,,,,,Abandonó,,2021,Anticipada,Sí,,
234,,,,,,,Libre,,2021,Anticipada,Sí,,
235,,,,,,,Libre,,2021,Anticipada,Sí,,
236,3.8,5.42,7.0,,,,Desaprobado,,2021,Anticipada,Sí,Desaprobado,
237,2.9,5.23,6.2,5.5,6.5,,Promocionado,6.0,2021,Anticipada,Sí,Aprobado,
238,6.8,,6.8,,,,Desaprobado,,2021,Anticipada,Sí,Desaprobado,
239,,,,,,,Libre,,2021,Anticipada,Sí,,
240,9.5,,10.0,,,,Promocionado,10.0,2021,Anticipada,Sí,Aprobado,
241,1.0,3.61,6.0,,,,Abandonó,,2021,Anticipada,Sí,,
242,4.6,,,,,,Abandonó,,2021,Anticipada,Sí,,
243,,,,,,,Libre,,2021,Anticipada,Sí,,
244,,,,,,,Libre,,2021,Anticipada,Sí,,
245,,,,,,,Libre,,2021,Anticipada,Sí,,
246,6.6,,6.5,,,,Promocionado,7.0,2021,Anticipada,Sí,Aprobado,
247,8.0,,5.0,,,,Promocionado,7.0,2021,Anticipada,Sí,Aprobado,
248,6.4,,4.4,3.7,,6.3,Promocionado,6.0,2021,Anticipada,Sí,Aprobado,
249,8.4,,7.2,,,,Promocionado,8.0,2021,Anticipada,Sí,Aprobado,
250,,,,,,,Libre,,2021,Anticipada,Sí,,
251,1.3,2.5,,,,,Abandonó,,2021,Anticipada,Sí,,
252,,,,,,,Libre,,2021,Anticipada,Sí,,
253,,,,,,,Libre,,2021,Anticipada,Sí,,
254,0.0,4.58,,,,,Abandonó,,2021,Anticipada,Sí,,
255,0.6,2.25,,,,,Abandonó,,2021,Anticipada,Sí,,
256,5.8,,4.0,5.4,,8.9,Promocionado,7.0,2021,Anticipada,Sí,Aprobado,
257,5.7,6.91,4.5,3.4,,,Abandonó,,2021,Anticipada,Sí,,
258,,,,,,,Libre,,2021,Anticipada,Sí,,
259,5.6,,5.9,5.2,,6.8,Promocionado,6.0,2021,Anticipada,Sí,Aprobado,
260,8.2,,,3.0,,8.8,Desaprobado,,2021,Anticipada,Sí,Desaprobado,
261,6.9,,7.2,,,,Desaprobado,,2021,Anticipada,Sí,Desaprobado,
262,,,,,,,Libre,,2021,Anticipada,Sí,,
263,9.2,,10.0,,,,Promocionado,10.0,2021,Anticipada,Sí,Aprobado,
264,,,,,,,Libre,,2021,Anticipada,Sí,,
265,,,,,,,Libre,,2021,Anticipada,Sí,,
266,,,,,,,Libre,,2021,Anticipada,Sí,,
267,3.2,4.44,1.8,3.2,,3.1,Desaprobado,,2021,Anticipada,Sí,,
268,1.4,,,,,,Abandonó,,2021,Anticipada,Sí,,
269,4.0,8.84,3.7,,,,Abandonó,,2021,Anticipada,Sí,,
270,1.8,2.42,,,,,Abandonó,,2021,Anticipada,Sí,,
271,6.0,,6.6,,,,Promocionado,7.0,2021,Anticipada,Sí,Aprobado,
272,,,,,,,Libre,,2021,Anticipada,Sí,,
273,6.1,,,3.3,,,Abandonó,,2021,Anticipada,Sí,,
274,9.1,,8.5,,,,Promocionado,10.0,2021,Anticipada,Sí,Aprobado,
275,7.6,,6.2,,,,Desaprobado,,2021,Anticipada,Sí,Desaprobado,
276,7.0,,5.2,,,,Promocionado,7.0,2021,Anticipada,Sí,Aprobado,
277,6.1,,7.3,,,,Promocionado,7.0,2021,Anticipada,Sí,Aprobado,
278,,,,,,,Libre,,2021,Anticipada,Sí,,
279,5.7,,2.2,4.2,,4.4,Desaprobado,,2021,Anticipada,Sí,,
280,4.0,6.8,3.0,2.0,,3.2,Desaprobado,,2021,Anticipada,Sí,,
281,1.0,5.6,5.7,,,6.0,Desaprobado,,2021,Anticipada,Sí,,
